screening_id,record_key,entry_type,title,year,authors,first_author,source_title,volume,issue,pages,doi,scopus_url,document_type,publication_stage,scopus_source,language,citation_note,open_access_note,pdf_search_query,suggested_pdf_filename,pdf_status,pdf_file_path,duplicate_group,duplicate_decision,level_0_decision,level_0_exclusion_criterion,level_0_notes,level_0_language_flag,level_1_title_decision,level_1_exclusion_criterion,level_1_notes,level_2_abstract_decision,level_2_exclusion_criterion,level_2_notes,level_3_fulltext_decision,level_3_exclusion_criterion,level_3_notes,final_decision,included_reason,abstract,author_keywords,index_keywords,abstract_source_key,abstract_source_status,manual_level3_decision,manual_level3_note,classification_source,source_screening_id,object_class_decision,object_class_label,object_class_note,addition_source,addition_note,final_set_source,final_set_note
NS3280,2-s2.0-85127049924,Article,Model updating of a wind turbine blade finite element Timoshenko beam model with invertible neural networks,2022,Noever-Castelos P.; Melcher D.; Balzani C.,Noever-Castelos P.,Wind Energy Science,7,2,623-645,10.5194/wes-7-623-2022,https://www.scopus.com/pages/publications/85127049924?origin=resultslist,Article,Final,Scopus,English,Cited by 11,All Open Access; Gold Open Access; Green Open Access,10.5194/wes-7-623-2022,2022 - Model updating of a wind turbine blade finite element Timoshenko beam model with invertible neural networks.pdf,,,,,Include,,,,Uncertain,,Title-level relevance is ambiguous; kept for abstract screening.,Include,,"Abstract contains DT/model, production/manufacturing, and explicit validation/calibration/update/synchronization evidence.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"Digitalization, especially in the form of a digital twin, is fast becoming a key instrument for the monitoring of a product's life cycle from manufacturing to operation and maintenance and has recently been applied to wind turbine blades. Here, model updating plays an important role for digital twins, in the form of adjusting the model to best replicate the corresponding real-world counterpart. However, classical updating methods are generally limited to a reduced parameter space due to low computational efficiency. Moreover, these approaches most likely lack a probabilistic evaluation of the result. The purpose of this paper is to extend a previous feasibility study to a finite element Timoshenko beam model of a full blade for which the model updating process is conducted through the novel approach with invertible neural networks (INNs). This type of artificial neural network is trained to represent an inversion of the physical model, which in general is complex and non-linear. During the updating process, the inverse model is evaluated based on the target model's modal responses. It then returns the posterior prediction for the input parameters. In advance, a global sensitivity study will reduce the parameter space to a significant subset on which the updating process will focus. The finally trained INN excellently predicts the input parameters' posterior distributions of the proposed generic updating problem. Moreover, intrinsic model ambiguities, such as material densities of two closely located laminates, are correctly captured. A robustness analysis with noisy response reveals a few sensitive parameters, though most can still be recovered with equal accuracy. And, finally, after the resimulation analysis with the updated model, the modal response perfectly matches the target values. Thus, we successfully confirmed that INNs offer an extraordinary capability for structural model updating of even more complex and larger models of wind turbine blades. © 2022 Pablo Noever-Castelos et al.",,,2-s2.0-85127049924,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS3339,2-s2.0-85119196959,Conference paper,Incremental update of a digital twin of a production system by using scan and object recognition,2021,Sommer M.; Stjepandić J.; Stobrawa S.,Sommer M.,Advances in Transdisciplinary Engineering,16,,83-92,10.3233/ATDE210086,https://www.scopus.com/pages/publications/85119196959?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 7,All Open Access; Gold Open Access,10.3233/ATDE210086,2021 - Incremental update of a digital twin of a production system by using scan and object recognition.pdf,,,,,Include,,,,Include,,"Title contains DT/model, validation/update, and production/manufacturing signals.",Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"While production plants are subjects of frequent change, for instance due to changed processes, new products or new machine tools, the process plans must be subsequently updated. This generally affects all planning processes for production management and thus in particular also modern planning methods such as the Digital Twin of a production system. The simulation of production processes using a Digital Twin is a promising means for prospective planning, analysis of existing systems or process-parallel monitoring. However, many companies, especially small and medium-sized enterprises, do not apply the technology, because the generation of a Digital Twin is cost-, time- and resource-intensive and IT expertise is required. Supposed that the process of generation of the Digital Twin was completed once using scans and deep learning applied to a point cloud of a production system, this paper describes a conceptual approach to provide an incremental update of this Digital Twin, as often as necessary. The solution alternatives are presented and discussed, in particular the use of flexible devices (360ï£¡-camera) for the object acquisition. A particular attention is given to the integration of the entire change process for updating an existing Digital Twin. © 2021 The authors and IOS Press.",,,2-s2.0-85119196959,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS3417,2-s2.0-85128658455,Article,Artificial Neural Network for Fast and Versatile Model Parameter Adjustment utilizing PAT Signals of Chromatography Processes for Process Control under Production Conditions,2022,Mouellef M.; Szabo G.; Vetter F.L.; Siemers C.; Strube J.,Mouellef M.,Processes,10,4,,10.3390/pr10040709,https://www.scopus.com/pages/publications/85128658455?origin=resultslist,Article,Final,Scopus,English,Cited by 15,All Open Access; Gold Open Access; Green Open Access,10.3390/pr10040709,2022 - Artificial Neural Network for Fast and Versatile Model Parameter Adjustment utilizing PAT Signals of Chromatography Processes for Process Control under Production Conditions.pdf,,,,,Include,,,,Uncertain,,"Title contains a production/manufacturing/industrial signal, but DT validation relevance needs abstract screening.",Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"Preparative chromatography is a well-established operation in chemical and biotechnology manufacturing. Chromatography achieves high separation performances, but often has to deal with the yield versus purity trade-off as the optimization criterium regarding through-put. The initial trade-off is often disturbed by the well-known phenomenon of chromatogram shifts over process lifetime, and has to be corrected by operators via adjustment of peak fraction cutting. Nevertheless, with regard to autonomous operation and batch to continuous processing modes, an advanced process control strategy is needed to identify and correct shifts from the optimal operation point automatically. Previous studies have already presented solutions for batch-to-batch variance and process control options with the aid of rigorous physico-chemical process modeling. These models can be implemented as distinct digital twins as well as statistical process operation data analyzers. In order to utilize such models for advanced process control (APC), the model parameters have to be updated with the aid of inline Process Analytical Technology (PAT) data to describe the actual operational status. This updating process also includes any operational change phenomena that occur, and its relation to their physico-chemical root cause. Typical phenomena are fluid dynamic changes due to packing breakage, channelling or compression as well as mass transfer and phase equilibrium-related separation performance decrease due to adsorbent aging or feed and buffer composition changes. In order to track these changes, an Artificial Neural Network (ANN) is trained in this work. The ANN training is in this first step, based on the simulation results of a distinct and previously experimentally validated process model. The model is implemented in the open source tool CasADi for Python. This allows the implementation of interfaces to process control systems, among others, with relatively low effort. Therefore, PAT signals can easily be incorporated for sufficient adjustment of the process model for appropriate process control. Further steps would be the implementation of optimization routines based on PAT and ANN predictions to derive optimal operation points with the model. @ by the authors. Licensee MDPI, Basel, Switzerland. This.",,,2-s2.0-85128658455,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS3463,2-s2.0-85116080010,Conference paper,Knowledge-based digital twin model evolution management method for mechanical products,2021,Zheng M.; Tian L.,Zheng M.,"Proceedings 2021 IEEE 1st International Conference on Digital Twins and Parallel Intelligence, DTPI 2021",,,312-315,10.1109/DTPI52967.2021.9540181,https://www.scopus.com/pages/publications/85116080010?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 10,,10.1109/DTPI52967.2021.9540181,2021 - Knowledge-based digital twin model evolution management method for mechanical products.pdf,,,,,Include,,,,Include,,Title contains DT/model and validation/update signals; kept as potentially transferable.,Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"With the rapid increase of multi-source heterogeneous data throughout the lifecycle of mechanical products, digital twin and parallel system are considered to be important methods for deep integration of product data and realizing intelligent manufacturing systems. Due to their dynamic mapping characteristics, model evolution and version management has become a fundamental problem to be solved, as well as an application basis of knowledge automation. In this context, we analyzed the characteristics of mechanical product digital twin, and proposed a knowledge-based digital twin model evolution and version management method, which takes the advantage of mechanical hierarchy and continuously optimizes the model structure while meeting the traceability requirements. Finally, the feasibility and effectiveness of the proposed method are verified by taking the digital twin model of a helicopter and its transmission system main reducer clutch as an example. © 2021 IEEE.",,,2-s2.0-85116080010,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS3497,2-s2.0-85147434150,Conference paper,Validation of Digital Twins: Challenges and Opportunities,2022,Hua E.Y.; Lazarova-Molnar S.; Francis D.P.,Hua E.Y.,Proceedings - Winter Simulation Conference,2022-December,,2900-2911,10.1109/WSC57314.2022.10015420,https://www.scopus.com/pages/publications/85147434150?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 54,,10.1109/WSC57314.2022.10015420,2022 - Validation of Digital Twins Challenges and Opportunities.pdf,,,,,Include,,,,Include,,Title contains DT/model and validation/update signals; kept as potentially transferable.,Include,,"Abstract contains DT/model, production/manufacturing, and explicit validation/calibration/update/synchronization evidence.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"Digital twins enjoy increasing interest in a diverse array of industrial sectors, such as manufacturing, healthcare, urban planning, etc. Their usefulness depends on the robustness of the corresponding digital twin models; however, validation of the model, as a mean to ensure models' robustness, is a difficult problem. Moreover, traditional validation approaches need to undergo significant transformation to be made applicable to digital twins. To the best of our knowledge, there has not been a systematic treatment of validating digital twin models. This paper identifies several challenges facing the model validation within digital twins. Furthermore, we propose an initial framework to define basic rules of digital twin model validation and introduce a systematic approach to validation that seamlessly combines expert knowledge and data gathered from available Internet of Things (IoT) devices.  © 2022 IEEE.",,,2-s2.0-85147434150,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS3510,2-s2.0-85044658638,Conference paper,A concept in synchronization of virtual production system with real factory based on anchor-point method,2018,Talkhestani B.A.; Jazdi N.; Schlögl W.; Weyrich M.,Talkhestani B.A.,Procedia CIRP,67,,13-17,10.1016/j.procir.2017.12.168,https://www.scopus.com/pages/publications/85044658638?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 53,All Open Access; Gold Open Access,10.1016/j.procir.2017.12.168,2018 - A concept in synchronization of virtual production system with real factory based on anchor-point method.pdf,,,,,Include,,,,Uncertain,,"Title contains a production/manufacturing/industrial signal, but DT validation relevance needs abstract screening.",Include,,"Abstract contains DT/model, production/manufacturing, and explicit validation/calibration/update/synchronization evidence.",Include,,Manual Level 3 topic-scope review: in scope.,,,"A Digital Twin, an always in sync digital model of existing manufacturing cells, can be used to reduce time and risk of reconfiguration by early detection of design or process sequence flaws of the system in virtual commissioning and simulation. In this paper the need of Digital Twins in future production plants as well as the structure of the Digital Twin is presented. The engineering process of production systems is a cross-domain challenge between mechanics, electrics and software, but a lack of collaboration and universal information transfer between the domains leads to a high investment volume by synchronization the digital model from the time of commissioning. To synchronize cross-domain mechatronic data models of mechatronic components in the digital world during the life cycle of existing production systems this paper presents the anchor point method to firstly detect variances of cross-domain mechatronic data structure between the digital model and the real system in the specific domains electrics, mechanics and software and update the virtual models to have a consistent data model of the Digital Twin. © 2017 The Authors.",,,2-s2.0-85044658638,from_scopus_csv,IN,,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS3559,2-s2.0-85059985353,Conference paper,Digital Twin for Legacy Systems: Simulation Model Testing and Validation,2018,Khan A.; Dahl M.; Falkman P.; Fabian M.,Khan A.,IEEE International Conference on Automation Science and Engineering,2018-August,,421-426,10.1109/COASE.2018.8560338,https://www.scopus.com/pages/publications/85059985353?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 52,All Open Access; Green Open Access,10.1109/COASE.2018.8560338,2018 - Digital Twin for Legacy Systems Simulation Model Testing and Validation.pdf,,,,,Include,,,,Include,,Title contains DT/model and validation/update signals; kept as potentially transferable.,Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Manual Level 3 topic-scope review: in scope.,,,"In this paper, an approach to incorporate a digital twin for legacy production systems is presented. Hardware-in-the-loop setups are routinely used by manufacturing companies to carry out virtual commissioning. However, manufacturing companies having online legacy production systems are still struggling to incorporate a digital twin due to the absence of verified and validated simulation models. Companies that use virtual commissioning as a part of their engineering tool chain, usually perform offline verification of the simulation model. This approach is typically based on visual inspection and is a tedious task as each aspect of the model has to be visually validated. For legacy systems, only assessing the behavior visually in the absence of updated documents can result in an incorrect simulation model, i.e. simulating incorrect behavior with respect to the specification. Due to this, such simulation models cannot be incorporated in the engineering tool chain, as the simulated results can lead to improper decisions and can even cause equipment damage. This paper presents a platform and an approach, based on model-based testing, that is a first step for manufacturing companies to incorporate a validated simulation model for existing online production systems that will serve as a digital twin. © 2018 IEEE.",,,2-s2.0-85059985353,from_scopus_csv,IN,,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS3593,2-s2.0-85113833323,Article,Digital Twin Bionics: A Biological Evolution-Based Digital Twin Approach for Rapid Product Development,2021,Li L.; Gu F.; Li H.; Guo J.; Gu X.,Li L.,IEEE Access,9,,121507-121521,10.1109/ACCESS.2021.3108218,https://www.scopus.com/pages/publications/85113833323?origin=resultslist,Article,Final,Scopus,English,Cited by 37,All Open Access; Gold Open Access; Green Open Access,10.1109/ACCESS.2021.3108218,2021 - Digital Twin Bionics A Biological Evolution-Based Digital Twin Approach for Rapid Product Development.pdf,,,,,Include,,,,Include,,Title contains DT/model and validation/update signals; kept as potentially transferable.,Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"With intensified market competition, product development procedure is accelerated, requiring rapid product innovation and efficient collaboration between design and manufacturing. However, there still exist information islands, prohibiting integration of product life cycle processes. To address this issue, bionics and digital twin (DT) are combined as a potential solution. The concepts, framework, and features of digital twin bionics (DTB) is originally proposed, with co-evolution mechanism of product-twins (including virtual and physical products) and production-twins (including virtual and physical production) elaborated. A symbiotic co-evolution mechanism is presented to integrate the processes of product development and manufacturing. In detail, the supporting technologies, such as industrial internet of things, cloud edge computing, big data, and artificial intelligence, as well as the potential key technologies, are illustrated. A case study for rapid development of automotive body-in-white in an industrial robotics welding production line is investigated to verify the applicability of the proposed framework. The results suggest that the integration of bionics and DTs can accelerate the innovations and developments of new products and also help to achieve efficient management of production construction.  © 2013 IEEE.",,,2-s2.0-85113833323,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS3807,2-s2.0-85097094767,Conference paper,A Complete Digital Chain to Enable the Digital Twin of a Shop Floor,2020,Noël F.; Alpan G.; Mangione F.,Noël F.,IFIP Advances in Information and Communication Technology,594,,128-138,10.1007/978-3-030-62807-9_11,https://www.scopus.com/pages/publications/85097094767?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 3,All Open Access; Green Open Access,10.1007/978-3-030-62807-9_11,2020 - A Complete Digital Chain to Enable the Digital Twin of a Shop Floor.pdf,,,,,Include,,,Check non-ASCII title text,Uncertain,,"Title contains DT and production/manufacturing signals, but validation/update is not explicit in the title.",Include,,"Abstract contains DT/model, production/manufacturing, and explicit validation/calibration/update/synchronization evidence.",Include,,Manual Level 3 topic-scope review: in scope.,,,"Digital twins is a recent paradigm. It creates an entangled link between the physical system and its digital twin. The digital twin has obviously no sense without the existence of the physical system, but the physical system highly depends on the digital twin. This concept opens many new challenges and opportunities. Authors contributed to the construction of a digital twin architecture to manage a shop floor. The experience concerns a complete shop floor. To reach the status of digital twin, it was expected to reach simulation capacities and a complete digital chain to ensure the real time synchronisation of the real world with the underlying model which is the core component of the digital twin. A bottleneck was to create a coherent information system connecting information coming from various sources (MES, Machine Design, ERP, etc.), then to propose first functions to demonstrate the added value of this digital twin; here a production simulation was expected within a visual 3D realistic representation of the shop floor. The simulation uses data directly captured from the shop floor to support better decision making. This paper presents the developed digital twin and its added value respect to production needs. It focuses on key performance indicators synchronisation as observed in the physical world and the impact on anticipation of the various futures depending on production decisions. It reports a first step of a digital twin deployment. © 2020, IFIP International Federation for Information Processing.",,,2-s2.0-85097094767,from_scopus_csv,IN,,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS3843,2-s2.0-85122152427,Book chapter,Digital twin based computerized numerical control machine tool virtual prototype design,2020,Hu T.; Kong T.; Ye Y.; Tao F.; Nee A.Y.C.,Hu T.,Digital Twin Driven Smart Design,,,237-263,10.1016/B978-0-12-818918-4.00009-9,https://www.scopus.com/pages/publications/85122152427?origin=resultslist,Book chapter,Final,Scopus,English,Cited by 3,,10.1016/B978-0-12-818918-4.00009-9,2020 - Digital twin based computerized numerical control machine tool virtual prototype design.pdf,,,,,Include,,,,Uncertain,,"Title contains DT and production/manufacturing signals, but validation/update is not explicit in the title.",Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Manual Level 3 topic-scope review: in scope.,,,"Computerized numerical control machine tools (CNCMTs) are fundamental facilities in the manufacturing field. It is essential to establish a precise virtual prototype of CNCMTs for simulation in order to save time and ensure safety. Considering the design, operation, and maintenance processes of CNCMTs, there are two requirements for establishing the virtual prototype: (1) the virtual prototype should reflect the comprehensive performance of multidomain systems of CNCMTs. (2) The virtual prototype should be aware of performance changes of CNCMTs and update itself autonomously. Therefore this chapter establishes a multidomain virtual prototype of CNCMTs on a unified platform and introduces the concept of digital twin (DT) into prototype to achieve real-time and accurate mapping between the virtual and real worlds. First, a basic virtual prototype of CNCMTs is built by establishing its mechanical, electrical, and control subsystems. Then, an updating strategy that contains mapping and consistency maintenance is designed for dynamic and accurate model update. Taking advantage of the cyber-physical mapping characteristics of DT, the designed virtual prototype can truly reflect the actual processing state. On this basis, the accuracy of simulation using the DT-based CNCMTs virtual prototype can be improved, which will benefit the various stages of CNCMTs such as design and commissioning. © 2020 Elsevier Inc. All rights reserved.",,,2-s2.0-85122152427,from_scopus_csv,IN,,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS3887,2-s2.0-85068437190,Article,Digital twin for factory system simulation,2019,Vijayakumar K.; Dhanasekaran C.; Pugazhenthi R.; Sivaganesan S.,Vijayakumar K.,International Journal of Recent Technology and Engineering,8,1,63-68,,https://www.scopus.com/pages/publications/85068437190?origin=resultslist,Article,Final,Scopus,English,Cited by 23,,"""Digital twin for factory system simulation"" pdf",2019 - Digital twin for factory system simulation.pdf,,,,,Include,,,,Uncertain,,"Title contains DT and production/manufacturing signals, but validation/update is not explicit in the title.",Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Manual Level 3 topic-scope review: in scope.,,,"In the early days, building a manufacturing facility requires a lot of people to work at that facility. With the advent of CAD/CAE/CAM Softwares and high power computers, facility layout can be planned and engineered from a remote location. Manufacturing facilities undergo a lot of changes due to change in customer requirements, government regulations, safety standards, the complexity of products and process improvisation. It becomes indispensable to keep manufacturing facility digitally updated for upfront simulations and to capture facility change requirements caused by product variations. In the current methodology, it takes a significant amount of time and cost to keep manufacturing facility digitally updated. Digital Twin is an emerging technology that nowadays almost all consumer goods, airplanes, manufacturing plants, oil refineries, transportation networks, and even entire cities are having the potential to have Digital Twin of its own. This paper suggesting a methodology to apply Digital Twin to a manufacturing facility for keeping the model updated and simulated in real time. Real Time Location Sensing (RTLS) technology with transmitter tags, receiver nodes, and gateways (IOT) deployed at the facility. Manage transformation matrix for each asset in the Digital manufacturing facility at PLM/CAD software. The Discrete Event Simulation tool is integrated into PLM to run model directly from PLM in real time. Tags attached to each physical asset sends a signal to the receiver when asset movement or orientation occurs at the physical facility, Tags attached to each asset sends a signal to the receiver. The receiver sends pre-processed information to a gateway which acts as an edge device to process and converts those signals as transformation matric which gets synced to PLM system. Now digital manufacturing facility is up-to-date. Any facility change requirement can do in this digital model and simulated in real time for the quickest decision. The time factor has been compared with this new digital twin methodology and conventional methodology and discussed the results. © BEIESP.",,,2-s2.0-85068437190,from_scopus_csv,IN,,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS3893,2-s2.0-85106403720,Conference paper,Change-point visualization and variation analysis in a simple production line: A process mining application in manufacturing,2021,Chiò E.; Alfieri A.; Pastore E.,Chiò E.,Procedia CIRP,99,,573-579,10.1016/j.procir.2021.03.122,https://www.scopus.com/pages/publications/85106403720?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 11,All Open Access; Gold Open Access; Green Open Access,10.1016/j.procir.2021.03.122,2021 - Change-point visualization and variation analysis in a simple production line A process mining application in manufacturing.pdf,,,,,Include,,,,Uncertain,,"Title contains a production/manufacturing/industrial signal, but DT validation relevance needs abstract screening.",Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Manual Level 3 topic-scope review: in scope.,,,"In production systems, digital twins must be always aligned with the real system to guarantee an effective decision making process in a continuously changing environment. To allow the alignment, digital models can be updated with process mining techniques through data collected by sensors. This paper addresses the issue of detecting changes in the production system by analyzing data collected from sensors. Using raw collected data, a procedure is proposed to compute and plot relevant system measures that could help change identification. Simulation is used to test the effectiveness of the procedure in a realistic medium size production line. © 2021 The Authors. Published by Elsevier B.V.",,,2-s2.0-85106403720,from_scopus_csv,IN,,,,,,,,,screening_retained_66,Retained after Level 3 screening.
OLDOBJ0001,OLDOBJ0001,,Continuous model calibration framework for smart-building digital twin: A generative model-based approach,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Include,,,,,,,,,,IN,Imported previous-screening inclusion.,old_screened_converted,OLD0001,NON_PRODUCTION_USED,Not production system but used in paper,Included as transferable digital-twin validation research from another domain.,old_screened_converted,Added as transferable digital-twin validation research from another domain.,additional_transferable_domain,Added to represent transferable digital-twin validation methodology outside production-system objects.
OLDOBJ0003,OLDOBJ0003,,From Mechanical Instability to Virtual Precision: Digital Twin Validation for Next-Generation MEMS-Based Eye-Tracking Systems,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Include,,,,,,,,,,IN,Imported previous-screening inclusion.,old_screened_converted,OLD0003,NON_PRODUCTION_USED,Not production system but used in paper,Included as transferable digital-twin validation research from another domain.,old_screened_converted,Added as transferable digital-twin validation research from another domain.,additional_transferable_domain,Added to represent transferable digital-twin validation methodology outside production-system objects.
NS3381,2-s2.0-85146528781,Article,DIGITAL TWIN VALIDATION FOR SHOULDER JOINT BIOMECHANICAL SIMULATION,2022,Fernández-Álvarez J.J.; Roces-García J.; Lamela-Rey M.J.; Pena-Vázquez J.,Fernández-Álvarez J.J.,Dyna (Spain),97,6,,10.6036/10656,https://www.scopus.com/pages/publications/85146528781?origin=resultslist,Article,Final,Scopus,English,Cited by 1,,10.6036/10656,2022 - DIGITAL TWIN VALIDATION FOR SHOULDER JOINT BIOMECHANICAL SIMULATION.pdf,,,,,Include,,,,Include,,Title contains DT/model and validation/update signals; kept as potentially transferable.,Include,,"Abstract contains DT/model, production/manufacturing, and explicit validation/calibration/update/synchronization evidence.",Exclude,L3-E-MANUALSCOPE,Pre-applied from previous Level 3 manual review on overlapping record.,Exclude,,"Glenohumeral joint is the main responsible of the shoulder’s movement. In this moment, Shoulder arthroplasty is increasing rapidly [1] to treat both arthritis and bone fractures. However, there are limited studies about their biomechanical behaviour. The number of studies reduces even more if reverse shoulder prosthesis, a type of prosthesis in which the component that recreates the humeral head is placed in the glenosphere, are considered. After the placement of these prosthesis to solve a fracture, usually in four fragments, some cases of reduced bone density (bone remodelling) have been noted, causing long term problems due to the loss of muscular insertions. In this context, this document presents a methodology to generate digital twins of the shoulder joint from clinic images [2], prepared to perform finite element (FE) simulations on which the prosthesis can be included and perform virtual surgeries. The methodology starts with clinical images (Argus CT, Sedecal Molecular Imaging SLU®) of the shoulder joint, which enable surface detailed models with the program 3D SLICER. These models are imported into the program SPACECLAIM developed by ANSYS® for their debugging, their conversion into solid models and their combination with the prosthesis. After that procedure, the meshing of these models is generated. In order to assign the bone’s mechanical properties, a program named BONEMAT is used. In this program, the meshes of the model and the images are imported and the program assigns to every node of the mesh the mechanical properties of the Houndsfield units of the images. The mechanical properties of the prosthesis’ mesh are defined by their manufactured material. The last step in this methodology consists in reintroducing the meshes into ANSYS [3], applying the boundary conditions and performing the simulation. This FE simulations have been validated with a lab test performed on pork bones with a reverse shoulder prosthesis (INTEGRA Titan Reverse Shoulder Prosthesis), on which a load test has been performed, using a triaxial testing machine Walter & Bai. To do so, the bone have been tomographied and applying the methodology previously described, the displacement was calculated under the conditions of the lab test (figure 1). (Figure Presented) The data was acquired from the control system of the testing machine (force and head displacement) which were compared with the simulated tests. The analysis shows a difference between the real and simulated tests lower than 15%. The main conclusion obtained from this work is that performance simulations of the shoulder joint are possible. To allow this procedure, a partnership between medical personnel and engineers is critical. The results of these simulations can help the medical team with their predictions of the behaviour of the joint, possible problems with internal stresses, bone remodelling and the degree of integration of the prosthesis in the patient. © 2022 Publicaciones Dyna Sl. All rights reserved.",,,2-s2.0-85146528781,from_scopus_csv,OUT,Pre-applied from previous Level 3 manual review on overlapping record.,,,NON_PRODUCTION_USED,Not production system but used in paper,Included as transferable digital-twin validation research from another domain.,screening_level3_review,Added as transferable digital-twin validation research from another domain.,additional_transferable_domain,Added to represent transferable digital-twin validation methodology outside production-system objects.
OLDOBJ0005,OLDOBJ0005,,Population Balance Model Validation and Prediction of CQAs for Continuous Milling Processes: toward QbD in Pharmaceutical Drug Product Manufacturing,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Include,,,,,,,,,,IN,Imported previous-screening inclusion.,old_screened_converted,OLD0005,NON_PRODUCTION_USED,Not production system but used in paper,Included as transferable digital-twin validation research from another domain.,old_screened_converted,Added as transferable digital-twin validation research from another domain.,additional_transferable_domain,Added to represent transferable digital-twin validation methodology outside production-system objects.
OLDOBJ0006,OLDOBJ0006,,Finite element model updating for the dynamic response of continuous deck railway viaducts leading to efficient digital twins,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Include,,,,,,,,,,IN,Imported previous-screening inclusion.,old_screened_converted,OLD0006,NON_PRODUCTION_USED,Not production system but used in paper,Included as transferable digital-twin validation research from another domain.,old_screened_converted,Added as transferable digital-twin validation research from another domain.,additional_transferable_domain,Added to represent transferable digital-twin validation methodology outside production-system objects.
OLDOBJ0009,OLDOBJ0009,,Nonlinear finite element model updating and fourier neural operator for digital twin of reinforced concrete containment vessel under seismic excitations,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Include,,,,,,,,,,IN,Imported previous-screening inclusion.,old_screened_converted,OLD0009,NON_PRODUCTION_USED,Not production system but used in paper,Included as transferable digital-twin validation research from another domain.,old_screened_converted,Added as transferable digital-twin validation research from another domain.,additional_transferable_domain,Added to represent transferable digital-twin validation methodology outside production-system objects.
OLDOBJ0010,OLDOBJ0010,,Automated model updating of digital twins using double-deep Q network with dueling architecture for damage detection,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Include,,,,,,,,,,IN,Imported previous-screening inclusion.,old_screened_converted,OLD0010,NON_PRODUCTION_USED,Not production system but used in paper,Included as transferable digital-twin validation research from another domain.,old_screened_converted,Added as transferable digital-twin validation research from another domain.,additional_transferable_domain,Added to represent transferable digital-twin validation methodology outside production-system objects.
OLDOBJ0011,OLDOBJ0011,,Toward Data Center Digital Twins via Knowledge-based Model Calibration and Reduction,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Include,,,,,,,,,,IN,Imported previous-screening inclusion.,old_screened_converted,OLD0011,NON_PRODUCTION_USED,Not production system but used in paper,Included as transferable digital-twin validation research from another domain.,old_screened_converted,Added as transferable digital-twin validation research from another domain.,additional_transferable_domain,Added to represent transferable digital-twin validation methodology outside production-system objects.
