new_screening_id,previous_screening_id,match_method,manual_level3_decision,new_title,previous_title,year,doi
NS0265,NS0267,doi,OUT,Experience and DQN assisted optimization for sync-aware task offloading and resource allocation in industrial IoT,Experience and DQN assisted optimization for sync-aware task offloading and resource allocation in industrial IoT,2026,10.1016/j.eswa.2026.132222
NS0266,NS0268,doi,OUT,MAM-PhyGNN: A Physics-Hardcoded Graph Neural Network for fast and accurate thermal simulation in metal additive manufacturing,MAM-PhyGNN: A Physics-Hardcoded Graph Neural Network for fast and accurate thermal simulation in metal additive manufacturing,2026,10.1016/j.addma.2026.105208
NS0268,NS0270,doi,OUT,A validated model of transdermal fentanyl delivery for safety and patch design optimization,A validated model of transdermal fentanyl delivery for safety and patch design optimization,2026,10.1016/j.apm.2026.117080
NS0276,NS0277,doi,OUT,Updating digital twin in supervisory control and data acquisition for sustainable laser beam micro machining,Updating digital twin in supervisory control and data acquisition for sustainable laser beam micro machining,2026,10.1016/j.aei.2026.104355
NS0278,NS0279,doi,OUT,Applications and challenges of digital twin technology in smart manufacturing,Applications and challenges of digital twin technology in smart manufacturing,2026,10.1117/12.3114225
NS0283,NS0285,doi,OUT,A hybrid rigid-compliant computational framework for large-scale assembly: Integrating torsor kinematics with physics-informed graph learning,A hybrid rigid-compliant computational framework for large-scale assembly: Integrating torsor kinematics with physics-informed graph learning,2026,10.1016/j.engstruct.2026.122965
NS0285,NS0287,doi,OUT,Accelerating fused filament fabrication FFF optimization with AI-Powered digital twins and High-Fidelity simulations,Accelerating fused filament fabrication FFF optimization with AI-Powered digital twins and High-Fidelity simulations,2026,10.1007/s00170-025-17219-7
NS0288,NS0290,doi,OUT,Digital Twins and AI: Transforming Smart Manufacturing Strategies,Digital Twins and AI: Transforming Smart Manufacturing Strategies,2026,10.1109/ICIPTM69057.2026.11465619
NS0289,NS0291,doi,OUT,A gradual disturbance detection model of manufacturing cell: A digital twin driven perspective,A gradual disturbance detection model of manufacturing cell: A digital twin driven perspective,2026,10.1016/j.rcim.2025.103165
NS0290,NS0292,doi,OUT,"Service-Oriented Architecture for Decision Support in Industrial Life-Cycle Management: Design, Implementation, and Evaluation","Service-Oriented Architecture for Decision Support in Industrial Life-Cycle Management: Design, Implementation, and Evaluation",2026,10.3390/pr14071088
NS0291,NS0293,doi,OUT,Sensor-Driven PCA–DEA framework for efficiency optimization in manual material handling: application to industrial purification systems with ergonomic redesign validation,Sensor-Driven PCA–DEA framework for efficiency optimization in manual material handling: application to industrial purification systems with ergonomic redesign validation,2026,10.1007/s11740-025-01400-8
NS0293,NS0296,doi,OUT,"AI based next generation industry 6.0 and industry 7.0 nanotechnology in pharmaceutical sectors with toxicological challenges, safety concerns, sustainable perspectives and strategies to overcome these barriers","AI based next generation industry 6.0 and industry 7.0 nanotechnology in pharmaceutical sectors with toxicological challenges, safety concerns, sustainable perspectives and strategies to overcome these barriers",2026,10.1093/toxres/tfag023
NS0300,NS0303,doi,OUT,High-fidelity digital twin dynamic design method and system for chain drive-based heavy equipment,High-fidelity digital twin dynamic design method and system for chain drive-based heavy equipment,2026,10.1016/j.simpat.2026.103269
NS0302,NS0306,doi,OUT,AI-Driven Farm-To-Fork Biofilm Detection and Control in Aquatic Foods: From Industry 4.0 to Industry 5.0,AI-Driven Farm-To-Fork Biofilm Detection and Control in Aquatic Foods: From Industry 4.0 to Industry 5.0,2026,10.1111/1541-4337.70462
NS0303,NS0307,doi,OUT,"Intelligent Algorithms for Prefabricated Concrete Component Production Scheduling: A Bibliometric Review of Trends, Collaboration Networks, and Emerging Frontiers","Intelligent Algorithms for Prefabricated Concrete Component Production Scheduling: A Bibliometric Review of Trends, Collaboration Networks, and Emerging Frontiers",2026,10.3390/buildings16081523
NS0304,NS0308,doi,OUT,A structured framework for defining and prioritizing quality criteria for industrial digital twins,A structured framework for defining and prioritizing quality criteria for industrial digital twins,2026,10.1007/s11740-026-01446-2
NS0306,NS0310,doi,OUT,Artificial Intelligence Guided Single Atom Catalysts: From Precise Design to Industrial-Grade Preparation,Artificial Intelligence Guided Single Atom Catalysts: From Precise Design to Industrial-Grade Preparation,2026,10.1002/adfm.202515026
NS0308,NS0312,doi,IN,Design and evaluation of an artificial intelligence-based digital twin for industrial manufacturing optimization,Design and evaluation of an artificial intelligence-based digital twin for industrial manufacturing optimization,2026,10.1117/12.3109282
NS0313,NS0317,doi,IN,Experiment-based calibration of a digital twin for composite panel testing using standard signals,Experiment-based calibration of a digital twin for composite panel testing using standard signals,2026,10.1016/j.measurement.2026.121329
NS0315,NS0319,doi,OUT,Stochastic production scheduling in modular construction: A digital twin case study of a wood framing machine,Stochastic production scheduling in modular construction: A digital twin case study of a wood framing machine,2026,10.1016/j.aei.2026.104737
NS0316,NS0320,doi,OUT,Numerical modelling for the energy transition: A 15-year industrial validation of ADM1 and AM2 for real-time digital twins,Numerical modelling for the energy transition: A 15-year industrial validation of ADM1 and AM2 for real-time digital twins,2026,10.1016/j.rineng.2026.111161
NS0318,NS0322,doi,OUT,Smart metrology techniques for additive manufacturing,Smart metrology techniques for additive manufacturing,2026,10.1007/s00170-026-17863-7
NS0325,NS0331,doi,OUT,Multimodal Industrial Scene Characterisation for Pouring Process Monitoring Using a Mixture of Experts,Multimodal Industrial Scene Characterisation for Pouring Process Monitoring Using a Mixture of Experts,2026,10.3390/app16073430
NS0326,NS0332,doi,OUT,Building operational resilience: A digital twin approach in mixed-model assembly line,Building operational resilience: A digital twin approach in mixed-model assembly line,2026,10.1016/j.jii.2026.101122
NS0328,NS0334,doi,OUT,Time-dependent surrogate modeling for metal sheet deformation using random forests for a dieless sheet metal forming process,Time-dependent surrogate modeling for metal sheet deformation using random forests for a dieless sheet metal forming process,2026,10.1007/s11740-026-01426-6
NS0329,NS0335,doi,OUT,Digital Twin Framework for Cutterhead Design and Assembly Process Simulation Optimization for TBM,Digital Twin Framework for Cutterhead Design and Assembly Process Simulation Optimization for TBM,2026,10.3390/app16041865
NS0330,NS0336,doi,OUT,Robust multimodal latent repair for fault-tolerant cyber–physical production systems,Robust multimodal latent repair for fault-tolerant cyber–physical production systems,2026,10.1016/j.jmsy.2026.04.030
NS0332,NS0338,doi,OUT,"Digital Twin-Enabled Human–Robot Collaborative Assembly: A Review of Technical Systems, Application Evolution, and Future Outlook","Digital Twin-Enabled Human–Robot Collaborative Assembly: A Review of Technical Systems, Application Evolution, and Future Outlook",2026,10.3390/machines14030255
NS0334,NS0340,doi,OUT,"Conceptual qualitative system dynamics model for simulation of perceived workload, stress and performance from industrial work content","Conceptual qualitative system dynamics model for simulation of perceived workload, stress and performance from industrial work content",2026,10.1371/journal.pone.0347030
NS0335,NS0341,doi,OUT,Optimization of connection models in digital twin systems: Efficient merging and assembly strategy for enhanced scalability and resource optimization,Optimization of connection models in digital twin systems: Efficient merging and assembly strategy for enhanced scalability and resource optimization,2026,10.1016/j.jii.2026.101070
NS0338,NS0344,doi,OUT,"Integrating Artificial Intelligence into Mechatronics: A Comprehensive Study of Its Influence on System Performance, Autonomy, and Manufacturing Efficiency","Integrating Artificial Intelligence into Mechatronics: A Comprehensive Study of Its Influence on System Performance, Autonomy, and Manufacturing Efficiency",2026,10.3390/technologies14030143
NS0339,NS0345,doi,OUT,A day ahead scheduling model of a smart hydrogen-based microgrid taking into account PV production and electrical load demand forecasting errors,A day ahead scheduling model of a smart hydrogen-based microgrid taking into account PV production and electrical load demand forecasting errors,2026,10.1016/j.nexus.2026.100705
NS0343,NS0351,doi,OUT,"Digital Twin and Internet of Things Integration: A Review of Research, Technological Frameworks, and Case Validation with Intelligent Looms","Digital Twin and Internet of Things Integration: A Review of Research, Technological Frameworks, and Case Validation with Intelligent Looms",2026,10.3233/FAIA260446
NS0344,NS0353,doi,OUT,Integration of Digital Twin Technology and Industry 4.0 Principles for Real-Time Structural Health Monitoring in Smart Manufacturing Facilities,Integration of Digital Twin Technology and Industry 4.0 Principles for Real-Time Structural Health Monitoring in Smart Manufacturing Facilities,2026,10.24867/IJIEM-400
NS0346,NS0355,doi,OUT,Physics-data fusion digital twin for passive safety system of world's first 4th generation HTGR nuclear power plant,Physics-data fusion digital twin for passive safety system of world's first 4th generation HTGR nuclear power plant,2026,10.1016/j.applthermaleng.2026.130494
NS0348,NS0357,doi,OUT,Blockchain-based intelligent equipment assessment in manufacturing industry,Blockchain-based intelligent equipment assessment in manufacturing industry,2026,10.1007/s10845-025-02621-5
NS0350,NS0359,doi,OUT,COGNIMAN Digital Twin Architecture for Flexible Manufacturing,COGNIMAN Digital Twin Architecture for Flexible Manufacturing,2026,10.1007/s10845-025-02625-1
NS0352,NS0361,doi,OUT,"A Comprehensive Review of Smart Coordinate Measuring Machines: Architectural Innovations, Multi-Sensor Integration, and Uncertainty Evaluation for Industry 4.0","A Comprehensive Review of Smart Coordinate Measuring Machines: Architectural Innovations, Multi-Sensor Integration, and Uncertainty Evaluation for Industry 4.0",2026,10.1007/s12541-026-01465-0
NS0357,NS0365,doi,OUT,Digital twin-based intelligent control system for sugar factory with reinforcement learning optimization,Digital twin-based intelligent control system for sugar factory with reinforcement learning optimization,2026,10.1088/2631-8695/ae429b
